Unnamed: 0,post_id,profile,datetime,caption,num_likes,num_comments,file_location,company,platform,token_captions,academic_terms,apology_terms,awe_terms,channel_change_terms,compensation_terms,consensus_terms,disgust_terms,economic_terms,gratitude_terms,empathy_terms,explain_terms,intensity_terms,legal_terms,money_terms,morality_terms,male_pronouns,female_pronouns,purpose_terms,respect_terms,bigness_terms,smallness_terms,speculation_terms,overstated_terms,understated_terms,power_terms,wellbeing_terms,exclamation_count,question_count,hashtag_count,mention_count,caption_length,type_token_ratio,informativeness,narrativity,syntax_complexity,cb_ratio,tense_past,tense_present,joy,anger,abstract_concrete_score,familiarity_score,mistakes_count,percept_dist,whissell_pleasant,whissell_active,whissell_image
10,138884000000000.0,pultehomes,2023-10-04T17:07:17.000Z,,4,2,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/pultehomes/PulteHomes_138884482641094_1.jpg'],PulteGroup,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
11,138884000000000.0,pultehomes,2023-10-04T17:07:17.000Z,,4,2,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/pultehomes/PulteHomes_138884482641094_1.jpg'],PulteGroup,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
12,150433000000000.0,humana,2023-09-17T01:01:08.000Z,"Opry Live - Tyler Childers, S.G. Goodman, Margo Price, and The Travelin' McCourys

Join us for the Grand Ole Opry LIVE. When you can’t be there live, we are happy to bring the show into your home. Humana is honored to present the Grand Ole Opry LIVE.",44,60,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/humana/Humana_150432574795525_1.jpg'],Humana,facebook,"['Opry', 'Live', '-', 'Tyler', 'Childers', ',', 'S.G.', 'Goodman', ',', 'Margo', 'Price', ',', 'and', 'The', 'Travelin', ""'"", 'McCourys', 'Join', 'us', 'for', 'the', 'Grand', 'Ole', 'Opry', 'LIVE', '.', 'When', 'you', 'can', '’', 't', 'be', 'there', 'live', ',', 'we', 'are', 'happy', 'to', 'bring', 'the', 'show', 'into', 'your', 'home', '.', 'Humana', 'is', 'honored', 'to', 'present', 'the', 'Grand', 'Ole', 'Opry', 'LIVE', '.']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,2,2,0,0,0,0,250,1.0,0.2,0.0,21.5,1.0,0,0,0.29285714285714287,0.0,2.558125,601.8,1,4.7,2.0283333333333333,1.6145833333333333,1.5166666666666666
13,150433000000000.0,humana,2023-09-17T01:01:08.000Z,"Opry Live - Tyler Childers, S.G. Goodman, Margo Price, and The Travelin' McCourys

Join us for the Grand Ole Opry LIVE. When you can’t be there live, we are happy to bring the show into your home. Humana is honored to present the Grand Ole Opry LIVE.",44,60,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/humana/Humana_150432574795525_1.jpg'],Humana,facebook,"['Opry', 'Live', '-', 'Tyler', 'Childers', ',', 'S.G.', 'Goodman', ',', 'Margo', 'Price', ',', 'and', 'The', 'Travelin', ""'"", 'McCourys', 'Join', 'us', 'for', 'the', 'Grand', 'Ole', 'Opry', 'LIVE', '.', 'When', 'you', 'can', '’', 't', 'be', 'there', 'live', ',', 'we', 'are', 'happy', 'to', 'bring', 'the', 'show', 'into', 'your', 'home', '.', 'Humana', 'is', 'honored', 'to', 'present', 'the', 'Grand', 'Ole', 'Opry', 'LIVE', '.']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,2,2,0,0,0,0,250,1.0,0.2,0.0,21.5,1.0,0,0,0.29285714285714287,0.0,2.558125,601.8,1,4.7,2.0283333333333333,1.6145833333333333,1.5166666666666666
14,150433000000000.0,humana,2023-09-17T01:01:08.000Z,"Opry Live - Tyler Childers, S.G. Goodman, Margo Price, and The Travelin' McCourys

Join us for the Grand Ole Opry LIVE. When you can’t be there live, we are happy to bring the show into your home. Humana is honored to present the Grand Ole Opry LIVE.",44,60,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/humana/Humana_150432574795525_1.jpg'],Humana,facebook,"['Opry', 'Live', '-', 'Tyler', 'Childers', ',', 'S.G.', 'Goodman', ',', 'Margo', 'Price', ',', 'and', 'The', 'Travelin', ""'"", 'McCourys', 'Join', 'us', 'for', 'the', 'Grand', 'Ole', 'Opry', 'LIVE', '.', 'When', 'you', 'can', '’', 't', 'be', 'there', 'live', ',', 'we', 'are', 'happy', 'to', 'bring', 'the', 'show', 'into', 'your', 'home', '.', 'Humana', 'is', 'honored', 'to', 'present', 'the', 'Grand', 'Ole', 'Opry', 'LIVE', '.']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,2,2,0,0,0,0,250,1.0,0.2,0.0,21.5,1.0,0,0,0.29285714285714287,0.0,2.558125,601.8,1,4.7,2.0283333333333333,1.6145833333333333,1.5166666666666666
15,158389000000000.0,swift.transportation,2023-10-26T22:01:06.000Z,"Join our Marketing & Rewards team members as they talk about our awesome driver rewards, recognition perks, and the avenues we have for our truck drivers to provide feedback about our business. 

We love to love on our drivers and have rewards throughout their careers with Swift to show it. We also have multiple opportunities and touch points for them to provide us with valuable feedback to help us improve our service.",61,33,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/swift.transportation/swift.transportation_158389290684938_1.jpg'],Knight-Swift Transportation Holdings,facebook,"['Join', 'our', 'Marketing', '&', 'Rewards', 'team', 'members', 'as', 'they', 'talk', 'about', 'our', 'awesome', 'driver', 'rewards', ',', 'recognition', 'perks', ',', 'and', 'the', 'avenues', 'we', 'have', 'for', 'our', 'truck', 'drivers', 'to', 'provide', 'feedback', 'about', 'our', 'business', '.', 'We', 'love', 'to', 'love', 'on', 'our', 'drivers', 'and', 'have', 'rewards', 'throughout', 'their', 'careers', 'with', 'Swift', 'to', 'show', 'it', '.', 'We', 'also', 'have', 'multiple', 'opportunities', 'and', 'touch', 'points', 'for', 'them', 'to', 'provide', 'us', 'with', 'valuable', 'feedback', 'to', 'help', 'us', 'improve', 'our', 'service', '.']",0,1,2,0,0,0,0,4,1,6,0,0,0,0,3,0,0,5,1,0,0,0,0,3,6,1,0,0,0,0,422,1.0,0.493,0.0,41.5,0.5,0,5,0.11536842105263156,0.0,2.4616666666666664,571.58,0,5.47,2.0263793103448275,1.8287931034482758,1.5413793103448274
16,168106000000000.0,walmart,2023-10-03T20:16:41.000Z,,365,205,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_168106282954131_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
17,168106000000000.0,walmart,2023-10-03T20:16:41.000Z,,365,205,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_168106282954131_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
18,168106000000000.0,walmart,2023-10-03T20:16:41.000Z,,365,205,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_168106282954131_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
19,182596000000000.0,bathandbodyworks,2023-11-04T00:01:12.000Z,,62,1,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/bathandbodyworks/bathandbodyworks_182596031567020_1.jpg'],Bath & Body Works,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
20,182596000000000.0,bathandbodyworks,2023-11-04T00:01:12.000Z,,62,1,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/bathandbodyworks/bathandbodyworks_182596031567020_1.jpg'],Bath & Body Works,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
21,186307000000000.0,walmart,2024-01-09T16:58:25.000Z,,270,346,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_186307154573926_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
22,186307000000000.0,walmart,2024-01-09T16:58:25.000Z,,270,346,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_186307154573926_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
23,186307000000000.0,walmart,2024-01-09T16:58:25.000Z,,270,346,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_186307154573926_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
24,187076000000000.0,walmart,2023-10-21T18:00:13.000Z,Join us & shop Dr. Pol for your pet!,1174,1184,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_187075947758085_1.jpg'],Walmart,facebook,"['Join', 'us', '&', 'shop', 'Dr.', 'Pol', 'for', 'your', 'pet', '!']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36,1.0,0.429,0.0,6.8,0.0,0,0,0.0,0.0,3.2449999999999997,588.85,0,3.39,2.0300000000000002,1.8925,1.85
25,187076000000000.0,walmart,2023-10-21T18:00:13.000Z,Join us & shop Dr. Pol for your pet!,1174,1184,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_187075947758085_1.jpg'],Walmart,facebook,"['Join', 'us', '&', 'shop', 'Dr.', 'Pol', 'for', 'your', 'pet', '!']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36,1.0,0.429,0.0,6.8,0.0,0,0,0.0,0.0,3.2449999999999997,588.85,0,3.39,2.0300000000000002,1.8925,1.85
26,187076000000000.0,walmart,2023-10-21T18:00:13.000Z,Join us & shop Dr. Pol for your pet!,1174,1184,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_187075947758085_1.jpg'],Walmart,facebook,"['Join', 'us', '&', 'shop', 'Dr.', 'Pol', 'for', 'your', 'pet', '!']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36,1.0,0.429,0.0,6.8,0.0,0,0,0.0,0.0,3.2449999999999997,588.85,0,3.39,2.0300000000000002,1.8925,1.85
27,191014000000000.0,walmart,2023-12-03T19:00:49.000Z,"Refresh your space with just a few tools

Comment BUY to receive a DM with links to purchase!",446,462,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_191013514080044_1.jpg'],Walmart,facebook,"['Refresh', 'your', 'space', 'with', 'just', 'a', 'few', 'tools', 'Comment', 'BUY', 'to', 'receive', 'a', 'DM', 'with', 'links', 'to', 'purchase', '!']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,93,1.0,0.5,0.0,14.0,0.0,0,0,0.0,0.0,2.3981250000000003,574.48,0,5.03,1.9253846153846155,1.6353846153846152,1.4615384615384612
28,191014000000000.0,walmart,2023-12-03T19:00:49.000Z,"Refresh your space with just a few tools

Comment BUY to receive a DM with links to purchase!",446,462,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_191013514080044_1.jpg'],Walmart,facebook,"['Refresh', 'your', 'space', 'with', 'just', 'a', 'few', 'tools', 'Comment', 'BUY', 'to', 'receive', 'a', 'DM', 'with', 'links', 'to', 'purchase', '!']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,93,1.0,0.5,0.0,14.0,0.0,0,0,0.0,0.0,2.3981250000000003,574.48,0,5.03,1.9253846153846155,1.6353846153846152,1.4615384615384612
29,191014000000000.0,walmart,2023-12-03T19:00:49.000Z,"Refresh your space with just a few tools

Comment BUY to receive a DM with links to purchase!",446,462,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_191013514080044_1.jpg'],Walmart,facebook,"['Refresh', 'your', 'space', 'with', 'just', 'a', 'few', 'tools', 'Comment', 'BUY', 'to', 'receive', 'a', 'DM', 'with', 'links', 'to', 'purchase', '!']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,93,1.0,0.5,0.0,14.0,0.0,0,0,0.0,0.0,2.3981250000000003,574.48,0,5.03,1.9253846153846155,1.6353846153846152,1.4615384615384612
30,198127000000000.0,walmart,2023-09-15T20:37:32.000Z,,191,86,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_198127063168362_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
31,198127000000000.0,walmart,2023-09-15T20:37:32.000Z,,191,86,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_198127063168362_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
32,198127000000000.0,walmart,2023-09-15T20:37:32.000Z,,191,86,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/walmart/walmart_198127063168362_1.jpg'],Walmart,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
33,200756000000000.0,nordstrom,2023-12-10T20:49:32.000Z,,49,1,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/nordstrom/Nordstrom_200755969757699_1.jpg'],Nordstrom,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
34,200756000000000.0,nordstrom,2023-12-10T20:49:32.000Z,,49,1,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/nordstrom/Nordstrom_200755969757699_1.jpg'],Nordstrom,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
35,200756000000000.0,nordstrom,2023-12-10T20:49:32.000Z,,49,1,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/nordstrom/Nordstrom_200755969757699_1.jpg'],Nordstrom,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
36,202241000000000.0,boisecascadewoodproducts,2023-05-30T23:36:01.000Z,"Just another day at the office. 🔨🔨🔨

#whatyouremadeofmatters",24,0,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/boisecascadewoodproducts/boisecascadewoodproducts_202240822757023_1.jpg'],Boise Cascade,facebook,"['Just', 'another', 'day', 'at', 'the', 'office', '.', '🔨🔨🔨', '#', 'whatyouremadeofmatters']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1.0,0.714,0.0,4.6,0.0,0,0,0.0,0.0,2.76,625.97,1,8.79,1.798,1.512,1.64
37,202782000000000.0,bestbuy,2023-11-13T16:39:19.000Z,,96,35,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/bestbuy/bestbuy_202782136122359_1.jpg'],Best Buy,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
38,202782000000000.0,bestbuy,2023-11-13T16:39:19.000Z,,96,35,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/bestbuy/bestbuy_202782136122359_1.jpg'],Best Buy,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
39,202782000000000.0,bestbuy,2023-11-13T16:39:19.000Z,,96,35,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/bestbuy/bestbuy_202782136122359_1.jpg'],Best Buy,facebook,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,,,,,0,0.0,0.0,0.0,0.0
40,207727000000000.0,boisecascadewoodproducts,2023-06-08T03:23:00.000Z,Check out this cool project using BCI joist and plywood. What a view!,10,0,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/boisecascadewoodproducts/boisecascadewoodproducts_207726525541786_1.jpg'],Boise Cascade,facebook,"['Check', 'out', 'this', 'cool', 'project', 'using', 'BCI', 'joist', 'and', 'plywood', '.', 'What', 'a', 'view', '!']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,1.0,0.538,0.0,10.3,0.0,0,0,0.0,0.0,2.9709090909090907,554.09,0,4.88,1.8525,1.77,1.5250000000000001
41,208461000000000.0,kohls,2023-06-13T17:00:50.000Z,"No idea what to get Dad? Kohl's Associate, Alexa, will be sharing a complete Father's Day gift guide for every budget!  https://www.kohls.com/feature/KohlsLive.jsp?autoplayLiveShopping=hKpiFwfftVYJy9TKz9jY&socialMediaLiveshopping=Facebook#liveshopping-hKpiFwfftVYJy9TKz9jY",76,109,['/Dropbox/Message Consistency/01_Scraped Data/Fortune 500/03_Facebook/images/kohls/kohls_208461251647667_1.jpg'],Kohl's,facebook,"['No', 'idea', 'what', 'to', 'get', 'Dad', '?', 'Kohl', ""'s"", 'Associate', ',', 'Alexa', ',', 'will', 'be', 'sharing', 'a', 'complete', 'Father', ""'s"", 'Day', 'gift', 'guide', 'for', 'every', 'budget', '!', 'https', ':', '//www.kohls.com/feature/KohlsLive.jsp', '?', 'autoplayLiveShopping=hKpiFwfftVYJy9TKz9jY', '&', 'socialMediaLiveshopping=Facebook', '#', 'liveshopping-hKpiFwfftVYJy9TKz9jY']",0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,4,0,1,0,1,2,1,0,272,1.0,0.333,0.0,11.3,0.0,0,0,0.13645454545454547,0.0,2.782777777777778,568.03,0,18.34,2.013571428571429,1.6835714285714285,1.4428571428571428
